match_id,winning_team,mid_boss.team_claimed,1,2,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19,20,25,27,31,35,50,52,58,60,63,64,65,66,67,69,72,76,77,79,80,81
84031381,Team0,0,0,0,-3693,0,3781,0,0,3802,3875,-4765,4874,0,0,4186,-3355,3958,-5613,0,0,-4011,0,0,0,0,0,0,0,0,0,0,0,0,0,-3682,0,0,0,0
84031406,Team0,0,0,4381,0,-4188,0,0,0,0,4164,0,-3534,0,0,0,0,-3756,0,-3587,3883,0,-4085,3643,4304,0,0,0,0,5604,0,0,0,0,0,-5401,0,0,0,0
84031463,Team0,0,0,0,0,4180,3885,0,3577,0,0,-4948,0,0,0,0,0,0,0,3940,0,-4059,-4294,0,-4854,0,0,0,4455,0,-3761,0,0,0,0,4091,0,0,0,-4427
84031479,Team0,0,0,0,0,0,0,4179,0,0,-3508,0,0,-3754,3809,0,0,0,4200,0,0,4266,0,0,0,0,0,0,-3735,0,-2886,-2810,3541,0,0,3673,0,0,-3610,0
84031490,Team1,0,0,-3463,0,0,4225,0,3717,0,-3965,0,-3777,0,0,0,0,-3330,0,0,0,-4050,0,0,-3554,3876,0,0,5047,0,0,0,0,3789,0,0,0,0,3682,0
84031506,Team1,0,-4472,0,3011,0,0,3611,0,-5420,0,0,0,0,0,0,-3919,0,3675,0,0,3292,0,0,-3684,-4253,0,0,0,0,0,-3509,4272,0,0,0,0,0,0,3819
84031547,Team1,0,0,4003,0,0,0,3308,-3836,-3738,0,0,0,0,0,0,3305,0,0,0,0,0,4068,4338,0,-5221,0,0,-3198,5049,0,-4447,0,0,0,0,-3756,0,0,0
84031556,Team0,0,0,-3674,0,0,0,0,0,-3525,0,0,0,0,3683,0,0,0,3855,0,3921,-4545,4032,-4739,0,0,-4105,3678,3670,0,0,-4502,0,0,0,0,0,0,0,0
84031571,Team0,0,0,-4323,0,0,5195,4383,0,0,-4016,4035,-3712,0,4038,0,0,0,0,0,0,0,-4607,-3768,0,0,0,0,4920,3160,0,-4933,0,0,0,0,0,0,0,0
84031578,Team0,0,0,0,0,0,0,0,0,0,0,0,-3349,4225,3558,0,-3736,-4274,-3960,4172,4154,4368,-3865,0,0,0,-4019,0,0,3023,0,0,0,0,0,0,0,0,0,0
84031613,Team0,0,-3391,3698,0,-3233,0,0,0,0,0,0,3985,0,0,4255,-3514,3783,-3298,3375,0,0,-3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3442,3558,0
84031615,Team0,0,0,-4229,0,0,0,0,-3854,3492,0,4254,4738,0,0,-3925,0,-4535,3640,0,0,0,3242,0,0,5132,0,0,0,-4218,0,0,0,0,0,0,0,0,0,-5072
