start_time,winning_team,mid_boss.team_claimed,1,2,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19,20,25,27,31,35,50,52,58,60,63,64,65,66,67,69,72,76,77,79,80,81
2026-06-14 00:19:31+02:00,Team0,0,0,7980,-10030,0,0,0,0,0,0,11401,11729,13297,0,-9368,0,0,0,-11376,0,0,0,0,0,0,0,0,0,0,-12952,0,0,0,0,12222,-11802,0,-10012,13479
2026-06-14 01:40:39+02:00,Team1,0,0,0,0,0,0,0,0,0,0,0,0,34000,-34000,34000,0,0,0,0,0,0,-34000,0,0,0,-34000,0,0,0,0,34000,0,0,0,-34000,0,0,34000,0
2026-06-14 00:39:27+02:00,Team0,0,11810,0,0,0,0,18887,0,-12728,11310,0,0,11834,0,-12810,0,0,0,0,-11235,0,0,0,0,0,0,0,0,15053,-24999,0,0,0,13235,-12183,-15415,0,0,0
2026-06-14 00:50:28+02:00,Team1,0,0,-16115,0,0,0,0,11646,0,0,0,0,-13858,13365,0,0,14465,-13554,0,0,0,0,-15727,0,13527,0,0,11898,0,13346,0,0,0,0,0,-13260,0,0,-13460
2026-06-14 00:44:46+02:00,Team0,0,0,0,0,0,-10597,0,0,0,10800,0,0,-10988,0,0,0,0,0,0,0,0,-12530,11833,0,-11860,9655,0,0,12784,-9184,0,0,0,0,10613,13887,-10659,0,0
2026-06-14 01:04:36+02:00,Team0,0,0,0,0,-15960,0,0,0,0,0,-11524,0,-11651,0,12087,0,0,0,0,-13413,0,-11207,0,-10464,0,13864,0,0,14348,0,0,0,12969,13135,0,14421,0,0,0
2026-06-14 00:40:26+02:00,Team0,0,0,0,0,0,-13847,14144,0,0,0,10386,10860,0,-12067,0,-9791,11477,0,0,12778,0,0,0,0,0,0,11128,0,0,-11300,0,-8959,0,0,0,0,0,-12089,0
2026-06-14 01:08:08+02:00,Team1,0,0,0,0,0,-13810,0,-10709,0,0,0,-14597,0,0,0,0,12070,0,0,11947,-10009,12390,0,0,0,16361,0,0,12949,0,0,-11105,0,0,0,0,12396,0,-13065
2026-06-14 00:24:56+02:00,Team1,0,-10691,-9232,0,10902,0,0,0,0,9358,0,9717,0,0,-10645,0,0,0,0,0,0,0,0,0,9334,0,0,0,0,0,-13797,0,10009,0,0,0,-9432,12411,-12182
2026-06-14 01:16:02+02:00,Team0,0,0,11245,-12868,0,10598,14695,0,-12495,0,0,0,0,-11589,0,0,0,0,0,0,-11848,0,0,0,0,0,-11451,0,0,-19213,0,0,0,0,0,0,9544,11925,16408
2026-06-14 00:23:11+02:00,Team0,0,15704,16498,0,12410,0,0,0,0,0,12150,-13084,0,-11452,11299,0,0,0,0,0,0,-15656,0,0,0,-10582,0,0,0,0,0,-12721,0,0,-14047,0,11174,0,0
2026-06-14 01:11:59+02:00,Team0,0,10154,0,0,0,0,0,0,0,0,0,0,0,12197,0,-11608,14225,0,0,-9873,-9081,9495,-9974,0,0,0,0,0,13636,-9663,0,0,-11547,0,0,0,12489,0,0
2026-06-14 01:20:25+02:00,Team1,0,0,10144,0,8158,-13076,0,0,11140,-13151,0,-14693,0,0,11148,0,0,12286,0,0,0,0,0,0,0,0,0,-11273,0,0,0,0,0,0,-10566,0,10532,-10108,0
2026-06-14 00:33:16+02:00,Team0,0,0,0,0,-9967,0,16914,0,0,0,0,0,0,-12376,0,0,0,0,-12671,0,12131,0,0,0,0,0,-13549,0,0,12386,-13305,10683,0,0,-12492,13670,0,0,11843
2026-06-14 00:41:09+02:00,Team1,0,-11303,-11684,12262,0,-15942,-13924,0,0,0,0,0,0,-9256,0,0,0,12262,0,0,12881,10925,-10991,0,0,0,0,0,0,0,0,0,0,0,0,14231,17242,0,0
2026-06-14 00:18:30+02:00,Team0,0,10627,-14151,0,0,0,0,0,0,0,0,0,0,-14362,0,0,0,0,10627,0,0,0,-12035,0,0,0,0,0,15311,-12391,0,12097,0,14904,-8944,0,0,-8008,13421
2026-06-14 00:50:54+02:00,Team0,0,0,0,0,-15880,0,0,0,14027,-10310,0,0,0,12601,0,-12373,0,0,0,0,0,0,0,0,11624,0,0,-11888,0,12418,0,0,0,-9109,-11127,0,0,11261,12120
2026-06-14 01:11:16+02:00,Team1,0,-10761,0,14865,0,15163,0,0,0,0,0,0,11223,-12296,0,0,0,0,11701,0,0,0,0,-11166,0,0,0,0,0,-11826,-11815,-12611,0,0,0,11917,0,12265,0
