learning_rate,n_estimators,min_samples_leaf,min_samples_split,mean_test_score,std_test_score,rank_test_score
0.15794275626200865,338,169,5,0.8166958983109136,0.008243558980617651,1
0.15566551699758296,420,203,3,0.814623229236935,0.011483660088234865,2
0.12647919568637533,511,161,9,0.8143957250373661,0.009638747097814383,3
0.3107340992136733,136,224,11,0.8141645172810602,0.007149328201584446,4
0.10312783518113647,470,134,9,0.8141642527412933,0.007302646768235342,5
0.12955194449410892,504,122,4,0.8141631945822254,0.009906926835667143,6
0.13800857200162492,261,157,2,0.8134743330291127,0.0071476959080418526,7
0.1489866905860785,449,240,8,0.8134732748700447,0.008367799388388178,8
0.1923075278559269,400,229,2,0.8132457706704759,0.006162986669206201,9
0.20054023493740392,278,173,2,0.8130140338346361,0.010612426269556316,10
0.170308515894161,355,177,3,0.8127849423964658,0.007838451919914769,11
0.29379117376196295,146,113,4,0.8127836196976311,0.009815927603352164,12
0.14155741083242776,484,194,10,0.8125547927992276,0.00972492549523628,13
0.15646805112501672,313,98,10,0.8123230559633876,0.009721419338681392,14
0.37205184168123223,212,118,9,0.8116344589500416,0.005890038891990549,15
0.23096609508639546,385,161,2,0.8114072192902398,0.007131077129182891,16
0.27391530433115185,268,245,4,0.8111746888350991,0.006563553973067864,17
0.22061268077190527,416,131,9,0.8111738952157983,0.008131568973132497,18
0.18992464149386004,200,117,11,0.8109429519992594,0.01043791536355696,19
0.06916544975971323,492,152,3,0.8104837109638506,0.010054532337633633,20
0.11155166609526017,364,110,9,0.8104818591854821,0.01155828070628176,21
0.5530103102752387,77,240,4,0.8102564713040488,0.008410414147151801,22
0.45352455135687936,134,247,10,0.8102562067642818,0.005769667262383649,23
0.10559298680093135,353,253,7,0.8102554131449811,0.005565656777522869,24
0.23341196926167482,408,216,3,0.8102551486052141,0.008750005940019102,25
0.08320956969445312,424,79,8,0.8100231472296073,0.008562678751729929,26
0.3754783655037252,244,164,2,0.8097982884277078,0.006303037780984103,27
0.3083432204653974,282,103,6,0.8097964366493393,0.003443446745578523,28
0.09799753075558465,424,109,3,0.8097919394733013,0.011629718824878683,29
0.08151079586488652,503,161,8,0.8095646998134995,0.009302753981976488,30
0.2186001629341322,393,115,5,0.809562583495364,0.009264470386880025,31
0.20726788806261676,161,142,7,0.8093342856764943,0.007230046445915273,32
0.29123075125948794,114,164,7,0.8093340211367274,0.007416733895045631,33
0.13552862747964708,466,98,7,0.8091065169371585,0.00486564257430358,34
0.08598152132600513,380,253,7,0.8084150099863763,0.006843747714557727,35
0.09259514375441082,472,86,5,0.8084121000489398,0.010404971668972474,36
0.23787379545286028,114,183,11,0.8081843313096041,0.006853982186769158,37
0.15582421330092316,235,84,5,0.8081840667698372,0.009483882493175467,38
0.3233623235763037,186,152,9,0.8081824795312353,0.012150685762032848,39
0.6359992953722295,203,122,4,0.807726942052564,0.004357633782078432,40
0.13582982636879398,484,10,5,0.8077242966548948,0.011071302151177374,41
0.23169877751145124,180,70,7,0.8074941470576563,0.007280057936499096,42
0.39319188998402244,347,135,5,0.8070364932608495,0.006595115311532661,43
0.15191691593197443,508,250,5,0.8070346414824808,0.006199578112338876,44
0.45448324272467,228,144,6,0.807034376942714,0.00681624199417978,45
0.366097479251055,185,76,10,0.8070325251643453,0.009844563117861613,46
0.1823623393882498,166,219,6,0.8068036982659418,0.008162020234027803,47
0.24322286967657297,114,92,10,0.8068023755671071,0.010712709829687162,48
0.10239254651099715,352,22,5,0.8065730195891698,0.009562957201344303,49
0.2878132274399044,488,157,8,0.8063476317077363,0.00761429737915219,50
0.21402871529702344,122,230,4,0.806344986310067,0.006408271344430541,51
0.4134727716587988,321,243,6,0.8063441926907663,0.0066342797631796365,52
0.10178390640015111,309,191,5,0.8063431345316985,0.01020675499280058,53
0.058635865625590956,503,69,11,0.8061172175707313,0.004300037512443166,54
0.3966780348419295,304,168,3,0.8061169530309644,0.009567977610448683,55
0.46526218954528165,192,176,10,0.8056548020581193,0.009974136115682403,56
0.611554826146976,192,168,4,0.8054280914778513,0.0035736214280997344,57
