learning_rate,n_estimators,min_samples_leaf,min_samples_split,mean_test_score,std_test_score,rank_test_score
0.10421959677351401,504,7,5,0.8148589341692791,0.009697928613428872,1
0.14689036240941594,347,56,2,0.8143962541169001,0.009377976004659857,2
0.18566689272472867,441,82,4,0.8143954604975994,0.010684040820459985,3
0.3228469197601163,133,53,7,0.8141655754401279,0.017506520624583476,4
0.08170613507010353,460,41,11,0.8139367485417246,0.009613307852546008,5
0.24352293679090722,133,147,10,0.8134761848074813,0.014028443736413041,6
0.08836952291463149,497,144,10,0.8134751266484134,0.016112239447825923,7
0.07113142562920009,423,151,6,0.8132441834318744,0.01756769113998086,8
0.17211107328899877,511,201,11,0.8127899686520376,0.013179755743049325,9
0.47590389168488806,97,220,2,0.8123267595201249,0.01172285791523198,10
0.1908249592327608,476,74,11,0.8120963453831198,0.008975008918336313,11
0.1595335295193012,253,172,6,0.8116355171091094,0.013618549478033095,12
0.0803151744752635,450,105,4,0.8116334007909739,0.013374704327113154,13
0.07846194497530927,328,199,5,0.8114045738925704,0.018015846761831586,14
0.07590338339699537,452,130,3,0.8111741597555653,0.015892185997781454,15
0.10993488941670813,440,14,11,0.8109490364138988,0.013316620722500888,16
0.2398748577948191,267,79,8,0.8109469200957635,0.008694437821849815,17
0.05485390219113117,431,65,11,0.8109437456185601,0.012238575282241712,18
0.04594234952120371,503,186,6,0.8107151832599235,0.018179167471795297,19
0.06128570829921426,444,28,9,0.8107135960213221,0.015031979385005487,20
0.07623553562188391,321,30,7,0.8107135960213219,0.012243741344925153,21
0.1579766096355404,341,112,5,0.8104855627422193,0.010379574023875343,22
0.07232762425374682,464,38,2,0.8102562067642818,0.011425089285007673,23
0.15513065176495472,360,214,7,0.8102548840654471,0.013045163348782116,24
0.09935814899997834,314,202,8,0.8102546195256803,0.016723690908700763,25
0.2833634116146836,320,167,9,0.8100271153261115,0.00877819137711193,26
0.2855005897793548,234,124,10,0.8100255280875098,0.011987149356442213,27
0.2820650335048866,300,198,7,0.80979723026864,0.012440444484893889,28
0.13019668265721077,190,158,6,0.8097940557914368,0.01614504323906501,29
0.06951436020219563,418,81,3,0.8097929976323691,0.012944550052256002,30
0.230165510608027,362,199,10,0.8093371956139308,0.014203844590843652,31
0.30163528624491254,270,184,9,0.8091078396359933,0.010924545479807599,32
0.31042123796322335,164,199,4,0.8091057233178578,0.013647407167704712,33
0.15481739825748306,504,244,6,0.8086456886631483,0.00899353720211645,34
0.6847462219548965,122,139,2,0.8081896221049428,0.006623114762227862,35
0.2850434493190947,450,201,3,0.8081893575651758,0.009567408372517879,36
0.4047403082063148,172,247,7,0.8081882994061083,0.006932160063093954,37
0.41905492670890765,97,58,5,0.808185654008439,0.009884773816310853,38
0.0753665208130727,294,114,3,0.8081848603891381,0.014800104020463518,39
0.3935318118419889,104,56,3,0.8081840667698372,0.008544364752018961,40
0.2610535049406732,258,8,2,0.8079594725077047,0.007335953922588967,41
0.2961658912692842,156,8,9,0.8079570916498022,0.010444432040592462,42
0.4754804580165923,149,174,6,0.8079568271100352,0.010271795687564497,43
0.233549819983926,376,181,2,0.807727206592331,0.011762718749090606,44
0.22591455575807706,288,226,11,0.8077266775127973,0.007900919259943502,45
0.2230894485025813,295,27,8,0.8077258838934963,0.015468142731585116,46
0.2482766613169493,166,27,2,0.8077250902741955,0.012107907007552331,47
0.050571836014283236,501,65,7,0.8077240321151278,0.01181500029176533,48
0.25677785092407757,395,49,7,0.8074983796939275,0.014777154986904599,49
0.32174325585419067,132,189,2,0.8072661137785537,0.01424154688036948,50
0.2105825266697625,451,241,8,0.807038609578985,0.008984257159853263,51
0.06646537085389755,401,120,10,0.8070364932608495,0.011593150779239008,52
0.2965257228785166,229,74,3,0.8068060791238445,0.011928013830233316,53
0.32614817954811026,296,213,5,0.8061201275081677,0.011422475289504607,54
0.06529994175121051,254,27,5,0.8061158948718965,0.014079071167470944,55
0.4632388983958372,347,219,9,0.8058902424506964,0.010219388736266433,56
0.34207718117932273,112,103,9,0.8058868034337262,0.01265697979465463,57
0.4055232437871336,344,115,5,0.8058860098144253,0.004092952229733834,58
