learning_rate,n_estimators,min_samples_leaf,min_samples_split,mean_test_score,std_test_score,rank_test_score
0.14515945903343064,492,35,5,0.8695943282673968,0.008066210502556254,1
0.1188942090513483,390,47,4,0.8679830165469623,0.013059981697683106,2
0.36092633269493773,159,81,4,0.8675245691308546,0.008538835135623295,3
0.16874815103617774,345,178,2,0.8670642699363782,0.009350115890982157,4
0.16038536212539745,410,153,9,0.8668346494186739,0.00910648198685737,5
0.591530103578437,300,24,11,0.866833855799373,0.01117618190521195,6
0.13129627734748928,402,133,4,0.8666039707419018,0.011897731164047102,7
0.12662120217761105,410,22,2,0.866372498445829,0.008843587974430767,8
0.24955518445785543,213,109,8,0.8659151091887889,0.01090115734812724,9
0.14036452797973034,412,193,10,0.8659124637911194,0.011153730478500719,10
0.12032369072584573,333,109,3,0.8656846950517837,0.01043091473648704,11
0.10964265612032872,380,189,2,0.8656844305120167,0.012275273982098116,12
0.20484014511695534,454,163,4,0.8654542809147786,0.008403923265273418,13
0.18095581374243813,375,44,7,0.8652236022380064,0.012176979435532585,14
0.6352430862857067,476,5,11,0.8649950398793699,0.007618585708110999,15
0.18047948440211584,179,90,10,0.8649942462600692,0.01039210868880878,16
0.10388599340943183,419,39,11,0.8649934526407682,0.010600540417488345,17
0.7401042572981859,322,13,11,0.8649926590214676,0.011082500842635037,18
0.4056830304461632,354,158,11,0.8647662129809663,0.00891322545959256,19
0.18761829826427578,316,172,10,0.8647640966628309,0.00794209369322121,20
0.4609393577485112,211,165,5,0.864763567583297,0.007032954282042728,21
0.3613565104733791,360,207,11,0.8647625094242292,0.006827169947941693,22
0.41539326189085085,455,86,6,0.864537121542796,0.010114614111079058,23
0.38477917141631834,203,92,4,0.8645368570030291,0.009214882735221046,24
0.33210131593295633,377,178,11,0.8645344761451266,0.007342243305049062,25
0.16073635063790878,424,82,5,0.8640770868880864,0.013540849151342313,26
0.2909682890364134,149,149,6,0.8640747060301839,0.011630837072664135,27
0.19631655412698773,214,153,11,0.8640747060301839,0.012635916095520153,27
0.29494984443339256,329,191,9,0.8640747060301839,0.00789233194403741,27
0.11488446086463061,425,213,7,0.8640723251722815,0.008907871089507217,30
0.3382921563570754,341,42,5,0.8636162586140761,0.007170530053971848,31
0.259470616244843,322,70,2,0.8633845217782363,0.011260370634221393,32
0.3414084750949954,226,126,9,0.8633837281589356,0.006391988341142468,33
0.0987416416442258,343,95,8,0.863154901260532,0.011061220068631781,34
0.5648471893033036,386,22,2,0.863154901260532,0.008733347127291045,34
0.6114476636463572,482,35,8,0.8629239580439929,0.006514751700099094,36
0.4425800629794179,93,143,8,0.8629228998849252,0.010609945034092674,37
0.23257847685112776,414,211,9,0.8629226353451582,0.00741359236586423,38
0.39625142448848416,474,75,4,0.8626959247648903,0.004502830288836201,39
0.972224062346771,429,13,5,0.8626948666058224,0.006293344755773006,40
0.35416511176578935,433,19,6,0.8626946020660556,0.010911369826319708,41
0.06725665643302296,460,151,8,0.8626940729865217,0.009603814937060907,42
0.6466806847426054,259,137,7,0.8624649815483514,0.004761882726595593,43
0.1301938641638629,298,86,5,0.8624647170085844,0.01017963657328131,44
0.37944345236279486,93,201,8,0.8624644524688174,0.01179820900349688,45
0.47383881011311735,194,191,10,0.8624641879290504,0.005923658517560245,46
0.15347820689691413,365,229,9,0.8624631297699826,0.008091076370113111,47
0.2930326364046339,151,213,7,0.8624631297699826,0.009858417941606233,47
0.5893108742699887,84,183,6,0.8624620716109149,0.009098775904935881,49
0.4248563182828823,408,50,5,0.8620052114334088,0.006791527350061436,50
0.3699586913367934,500,104,5,0.8617779717736068,0.008669070805398405,51
0.2636191878349958,253,30,8,0.8617755909157043,0.008111509346957,52
0.09714228112557893,345,20,10,0.8617737391373359,0.009377414875004476,53
0.06176492289584715,484,148,3,0.8617734745975689,0.010799294616171113,54
0.49644908366956153,457,142,5,0.8615467640173009,0.006460547455731634,55
0.06892161360892034,511,119,3,0.8615454413184663,0.008249280538054984,56
0.15982763792025553,499,249,9,0.8615427959207969,0.011125465907565513,57
0.6310052369309717,366,105,6,0.8613160853405288,0.009293680221905354,58
0.2063535562005598,216,39,6,0.8613139690223932,0.009181197635016613,59
0.45817185893158763,138,197,8,0.8613131754030924,0.008782726620937216,60
0.24304916452635783,202,247,7,0.8613126463235586,0.010185007855507642,61
0.28493590392944673,472,231,3,0.8613113236247238,0.010283749754123602,62
0.42904857726004814,483,103,6,0.8610877875216592,0.006909088585730171,63
0.6774178277936621,400,87,5,0.8608581670039548,0.009101785668825737,64
0.4459998776601068,83,134,4,0.8608549925267516,0.0064338849580133734,65
0.6470565463652962,256,147,9,0.8608549925267516,0.005783874221525294,65
0.5350480910420864,320,230,6,0.8608520825893153,0.009837579389993384,67
0.23972008941813885,118,17,5,0.8606259010885811,0.00742149958446322,68
