learning_rate,n_estimators,min_samples_leaf,min_samples_split,mean_test_score,std_test_score,rank_test_score
0.2754318168561439,146,84,4,0.6009645119902649,0.006304271457498956,1
0.3094730048262986,140,190,2,0.600270888721347,0.013435439458967104,2
0.26451393013927776,195,217,9,0.6000460299194478,0.010566819227029227,3
0.2531725144215796,232,198,4,0.5995807044693994,0.013260279045354316,4
0.16197274259001754,307,107,3,0.5991241088316601,0.009581865037978919,5
0.10027588154862141,312,116,10,0.5991238442918931,0.004292631100479953,6
0.18619175473983982,275,228,10,0.5988921074560534,0.011412524633692878,7
0.11049854631419392,418,122,4,0.5984326018808777,0.010044394641258348,8
0.08673403496900775,286,49,2,0.5984304855627423,0.017405086544965843,9
0.09115737184603193,495,212,7,0.5982043040620081,0.008578190872841831,10
0.03312738906359203,404,96,7,0.598200335965504,0.01745663120623003,11
0.11415926941432036,225,237,10,0.5977389786119598,0.013513152201909804,12
0.08983044474917788,489,201,7,0.597516236128196,0.007150182834469733,13
0.07804704609617516,468,222,6,0.5975130616509927,0.010822064771988039,14
0.20406002819516494,348,136,10,0.5970546142348849,0.004531020138765284,15
0.3419401117832643,120,243,10,0.597054085155351,0.0068440490762100206,16
0.20832949139987544,465,200,8,0.597053820615584,0.007626481426379456,17
0.21849468309489,392,224,7,0.5968252582569475,0.011306283577974564,18
0.28484789245184927,413,172,3,0.5963644299829373,0.01042934561187275,19
0.371431906398639,346,169,8,0.5963612555057339,0.011136327335747176,20
0.12704691384431696,315,193,7,0.5961324286073303,0.014324107728993174,21
0.16062222322348294,451,248,2,0.59590333716916,0.01030363766970992,22
0.09161874477703472,324,188,4,0.595903072629393,0.009146557511288093,23
0.2570482269432984,291,113,7,0.5956742457309895,0.006148538215487919,24
0.1321733690020671,257,251,2,0.5956731875719218,0.0069401072558510956,25
0.3388386456010106,195,179,4,0.5954443606735182,0.0067460446915277705,26
0.29941405389887177,193,125,6,0.5949859132574105,0.009045893849045568,27
0.1870089096765605,371,229,11,0.5947549700408714,0.010241110459739303,28
0.2663503002200809,87,164,3,0.5945190005687605,0.015354303801594013,29
0.2142946011013035,422,239,9,0.5942957290054627,0.007933432964055919,30
0.11755303000612244,448,103,10,0.5942928190680264,0.00988269413933604,31
0.23715741079521296,364,185,4,0.5942912318294248,0.014214192996751319,32
0.23695768259309744,503,215,5,0.5940642567093899,0.005036575436440309,33
0.2742876045187984,97,198,3,0.5940597595333518,0.01493702297822492,34
0.08463623944930235,464,240,8,0.5938341071121516,0.007071563848647445,35
0.04045859073599468,509,223,8,0.5938335780326177,0.009551807117090869,36
0.02902505259148166,441,226,6,0.5938333134928507,0.010878245077042452,37
0.18869412412539316,497,185,8,0.593832784413317,0.010481387475820865,38
0.07530599078877755,332,189,8,0.5938314617144822,0.015774478965825196,39
0.10475332660128611,424,162,3,0.5936023702763118,0.011716482297101627,40
0.2149915862811508,444,180,7,0.593601576657011,0.010804068152010638,41
0.3293568686899554,387,203,4,0.5933751306165098,0.008485846244385479,42
0.06592425711736899,373,157,6,0.5933701043609381,0.014956520197929764,43
0.490457717538459,100,184,4,0.5931426001613693,0.012985298297732904,44
0.1776421663752448,234,162,9,0.5931420710818354,0.00953228778856762,45
0.08351732822211391,192,240,2,0.5931412774625345,0.013069680543990086,46
0.3328834060378067,91,170,3,0.5929132441834318,0.009242937474950814,47
0.09761444872346364,114,101,9,0.5929105987857625,0.012527377219689596,48
0.1709868670441738,465,94,6,0.5924561194661588,0.0034708707825475598,49
0.31798040490837387,291,124,11,0.5924555903866249,0.01135595192760124,50
0.07487267102317013,197,197,4,0.592450564131053,0.012112354180893585,51
0.0391610211354833,256,112,6,0.5924500350515192,0.011665356114267857,52
0.0337850027539653,492,203,5,0.5924500350515192,0.012643403862944668,52
0.30721857917154666,455,249,10,0.5922259698689205,0.0028199756260506,54
0.20497696918588718,141,134,9,0.5919968784307501,0.004847033992782602,55
0.17162418813800018,329,153,3,0.5919950266523815,0.006097187187960292,56
0.3653033273660326,69,147,8,0.5919902649365766,0.01267763992903758,57
0.4478228904646134,264,202,7,0.5917654061346772,0.005358456464127522,58
0.26641248601822115,131,134,10,0.5917648770551432,0.009143148017004556,59
0.6077634565168835,119,162,3,0.5917632898165418,0.008713575607041082,60
0.084835078098479,441,132,3,0.591761967117707,0.009885086267098508,61
0.10595210411462438,135,172,8,0.5917609089586392,0.011849517558446283,62
0.031587918414461284,489,253,9,0.5915326111397696,0.01036285342229416,63
0.030635395479522168,304,87,2,0.5908397814901525,0.017278478042722895,64
0.22507976538299518,233,85,5,0.5906149226882531,0.009344608194338872,65
0.2517529738100739,474,191,2,0.5903834503921802,0.010482203005429012,66
0.16414343944155388,351,148,6,0.5899244738965386,0.013921818667685465,67
0.40055148383505257,205,165,2,0.5892316442469214,0.012230802643033691,68
0.3515051830306519,507,231,4,0.5890049336666535,0.01224787311756931,69
0.3297323562905929,340,222,6,0.5887731968308135,0.007402424458864662,70
0.4457905903334522,348,116,10,0.588544634472177,0.010422477641306127,71
0.4602578327275856,479,107,2,0.5883197756702776,0.023779295475266676,72
0.046815015897373455,212,114,9,0.5883105167784347,0.014239523568361279,73
0.04026710505470994,337,190,8,0.5876198034469532,0.016504475070557537,74
0.027835225643811096,460,236,4,0.587394151025753,0.011767186137042352,75
0.11346743084606074,151,136,9,0.5873901829292488,0.012109747994177793,76
0.04314477930950423,312,44,10,0.5871621496501461,0.012693422153524671,77
0.17474933496039577,96,213,8,0.5871592397127098,0.014258999913197165,78
0.13183311714634569,503,55,11,0.5869290901154717,0.01528968205813204,79
0.10149079113759091,305,13,9,0.5866981468989326,0.019427835345403655,80
0.034458742880671765,295,48,6,0.5862381122442232,0.018521209548166866,81
0.3694161115276621,386,239,4,0.5853222755710752,0.011388211242383742,82
0.11608396240785285,311,26,4,0.5850929195931378,0.012362357417600237,83
0.33626611426530145,490,176,8,0.5848680607912385,0.007789561200585435,84
0.7544317026418513,113,104,2,0.5848672671719377,0.010787989669974995,85
0.21361371683083688,222,71,11,0.5848651508538022,0.006134169461039018,86
0.0750242316196107,397,28,11,0.5848609182175311,0.019803521738689756,87
0.5573279077786049,338,251,6,0.5846439956086399,0.017426946394800982,88
0.03754952087849587,288,123,8,0.584629975000992,0.013679312273696918,89
0.10065201642210234,95,193,8,0.5843995608639869,0.015320282425882896,90
0.41007616591632917,368,92,8,0.5839487851011204,0.0144367680745828,91
0.9561374673281298,97,162,7,0.5837194291231829,0.011553719780679407,92
0.5162949244748805,169,103,11,0.5837154610266788,0.012139665127358363,93
0.023178418704418557,414,186,9,0.5837101702313401,0.01406913620491107,94
0.04298950516254371,143,94,3,0.5830205150589262,0.012769375598479583,95
0.017980595881893487,480,215,2,0.582790630001455,0.011242316056351028,96
0.01793826234293745,463,188,7,0.5827893073026204,0.015169461401825957,97
0.09743044275193773,86,149,7,0.582559157705382,0.014544103489126324,98
0.08294828619681954,115,44,7,0.5825588931656152,0.019597285626904888,99
0.023988173753173563,409,143,3,0.5825573059270135,0.018397135327521106,100
0.12255123964789347,457,27,11,0.5821044138460114,0.015476262924185188,101
0.019305006730153198,438,248,10,0.5821030911471767,0.010366920719668975,102
0.031373322911945827,215,115,8,0.5821012393688082,0.010693818571641416,103
0.06003216186208447,104,156,10,0.5820993875904396,0.013993229541722175,104
0.023879560368892255,248,154,11,0.5820964776530032,0.019715717472553195,105
0.01938070701431375,417,132,7,0.5818681798341336,0.015905306134112875,106
0.2658232173695416,202,51,6,0.5818676507545997,0.017591259427559337,107
0.06572798755481501,437,13,6,0.5816404110947979,0.019744610211682414,108
0.7191217203934664,349,116,9,0.5814171395315,0.014687305404491903,109
0.012202747148667899,418,58,11,0.5814092033384919,0.013780260070261664,110
0.6297940009440671,105,76,2,0.5811851381558932,0.009970290497371014,111
0.01968642935092939,471,250,3,0.5809523431609858,0.009356491590591461,112
0.07693287385963607,102,183,4,0.5807184900070104,0.015628867300520044,113
0.06844898982265159,114,58,9,0.5807179609274764,0.020964780241933396,114
0.8773175184660024,322,244,2,0.580498392920916,0.01072784315408369,115
0.03352983836361026,404,36,10,0.5804912503472084,0.016567646472501273,116
0.059332527381407006,163,212,8,0.5804907212676745,0.011726957358880744,117
0.029445774451706652,433,16,6,0.5804893985688399,0.014746056015800188,118
0.029021061453483158,225,15,10,0.5804893985688399,0.01610007596217895,118
0.3006121247335613,316,95,11,0.5802655979260083,0.017123147976200962,120
0.031263210095681115,489,15,10,0.5802587198920678,0.017795438641258685,121
0.1422890316221671,199,24,7,0.5802573971932331,0.01975570792153664,122
0.015592483590121315,481,215,4,0.5798023887940955,0.009798575214786867,123
0.0196908527393995,338,228,10,0.5798010660952608,0.010631717243624998,124
0.04411237730169795,134,60,5,0.5797994788566592,0.014422171565719458,125
0.5573840233848738,412,199,3,0.579573297355925,0.008137482629176147,126
0.1393125613649447,411,17,7,0.579573032816158,0.010500838309108999,127
0.04312263387928109,177,45,10,0.5793391796621827,0.014950560673333616,128
0.012582323707999884,488,70,4,0.5788770286893377,0.01961077175892028,129
0.022542522508564065,346,191,9,0.5784188458129969,0.014752161870130563,130
0.6756639117289442,260,194,3,0.5779675409705964,0.007043362894094816,131
0.02722471256745709,149,36,7,0.5779611920161899,0.01325662294036181,132
0.05209000689309087,300,8,3,0.5777289261008162,0.01664940668354296,133
0.022483098970053066,201,91,3,0.5775006282819464,0.016968451671962197,134
0.012193104734025456,446,195,2,0.5775000992024126,0.0138842037177587,135
0.01102402992953674,387,125,5,0.5774995701228788,0.01408993801657668,136
0.5698334991398738,474,178,6,0.5770445617237411,0.01311947658274851,137
0.012937623962569493,333,145,2,0.57704032908747,0.012595386923728987,138
0.014232255123079563,454,165,11,0.5770392709284023,0.014485258336445945,139
0.21801994921980716,306,35,7,0.5768120312686005,0.02067614664157377,140
0.010417973845836075,369,80,6,0.5768115021890666,0.01237614354839538,141
0.02282397437483775,310,248,9,0.5768115021890665,0.012312716456358671,142
0.45852020293575046,382,92,2,0.5765847916087987,0.01254740201346426,143
0.3321955508066458,136,47,5,0.576356758329696,0.005989818094485663,144
0.02716127945914247,238,9,8,0.5761205243178181,0.013446811668726116,145
0.5794671227433801,412,219,4,0.575898575453355,0.0069625488967826315,146
0.012201072535959857,294,128,9,0.5758906392603469,0.012138043299162989,147
0.7160452037828708,320,119,3,0.5756644577596127,0.015775992313532543,148
0.5037914396796463,97,39,11,0.5756636641403119,0.012970222962014158,149
0.015006655809362966,375,215,4,0.5756618123619434,0.010290791345074593,150
0.022854953580116227,138,86,4,0.5756615478221765,0.014002685993058248,151
0.897215205901525,192,182,8,0.5754385407986455,0.01116989616313656,152
0.016795619989481828,376,190,4,0.5754298109863365,0.013349675006807326,153
0.013771676776599646,313,72,5,0.5754287528272688,0.017311294445097176,154
0.022442601105256456,239,11,6,0.574970040871394,0.01525178985545924,155
0.6155395880955031,487,151,5,0.5747502083250665,0.014773984603943519,156
0.7596627848319428,107,97,3,0.5747488856262318,0.018297517765922647,157
0.010886896087895294,315,94,5,0.5747406848934566,0.015456114020186604,158
