learning_rate,n_estimators,min_samples_leaf,min_samples_split,mean_test_score,std_test_score,rank_test_score
0.3353365554043589,374,84,4,0.9068502572649233,0.007061689221527069,1
0.9561289654904215,405,16,5,0.9063947197862519,0.00302039240154649,2
0.5663476459850686,293,105,2,0.906393661627184,0.004279336385014826,3
0.8441397948424834,482,5,10,0.9050140867425898,0.0069914698665285435,4
0.7079166623045594,350,70,6,0.9050124995039879,0.0074228946755903295,5
0.26295291569882023,417,112,2,0.9045551102469478,0.00374526068847419,6
0.9405666208854935,217,189,6,0.9045508776106768,0.006173903450338009,7
0.7459796643530222,414,115,6,0.9043244315701757,0.005547638759468276,8
0.27905208982828195,456,149,6,0.9038622805973308,0.006594158579105861,9
0.9288824940392473,419,24,11,0.9034040977209898,0.0033253050246841065,10
0.5702576688721057,439,68,2,0.903403039561922,0.005599444352586082,11
0.19830624982460612,477,65,10,0.9034019814028544,0.0059821418135504205,12
0.4044312318448823,336,89,3,0.9031718318056162,0.005915359230372227,13
0.682228393670423,230,102,9,0.9031718318056161,0.0047212187716354605,14
0.6451846561300945,354,106,4,0.9029419467481448,0.005208688616244769,15
0.18305809506318915,478,105,9,0.9027115326111398,0.007215152627330923,16
0.9170325689410027,441,123,6,0.9024840284115709,0.0035129950765756418,17
0.655748587887943,468,68,7,0.9024824411729693,0.004361546842119821,18
0.17186469596793563,480,82,8,0.902253349734799,0.004127742894467972,19
0.4216279436562146,456,31,11,0.902026374614764,0.008557240444176911,20
0.16683861948000553,468,83,10,0.9020229355977938,0.0065736166157572915,21
0.1932923756823506,379,107,8,0.902021877438726,0.00705540689082068,22
0.2595508623939427,246,120,8,0.9017917278414878,0.005652802558190912,23
0.2268417466655808,311,194,8,0.9017911987619538,0.009274546105558262,24
0.46204217110523504,249,19,2,0.901563694562385,0.0069241552161761425,25
0.15654802095070844,397,69,8,0.901332486806079,0.005993370983117437,26
0.7228298927982365,112,79,10,0.9013316931867784,0.0063514030435437305,27
0.2895535218895228,217,116,6,0.9011044535269764,0.004588897229698397,28
0.3884442342852663,396,183,11,0.9011007499702393,0.008038957922970918,29
0.2631759211909234,329,118,11,0.9008743039297382,0.004439596108377322,30
0.8813788823634936,326,153,2,0.9008727166911366,0.0038390863176363615,31
0.9209002132093277,382,81,8,0.900870864912768,0.007613036787686799,32
0.11934024734922036,425,163,9,0.9006430961734322,0.010313152261990616,33
0.41691877836060126,452,53,3,0.9006428316336652,0.003000782682903134,34
0.16432584366259023,398,56,4,0.9004137401954949,0.006112021110846102,35
0.24836845934668433,310,98,3,0.9004129465761942,0.0040474397088799486,36
0.3810160352631276,335,162,8,0.9004118884171263,0.005509247707732569,37
0.2151525259890038,354,10,2,0.90040897847969,0.010039452825086826,38
0.32836089179894823,271,7,10,0.8999542346203194,0.005580793684756809,39
0.19184548288993847,410,211,6,0.8999523828419507,0.010848790549623245,40
0.1296933827572698,445,175,10,0.89995158922265,0.013855392703534556,41
0.3574418003709264,175,55,2,0.8997235559435472,0.0074011236199764555,42
0.9238939013356967,297,107,8,0.8994949935849107,0.0037968328806095887,43
0.3926081814789426,150,120,2,0.8994939354258429,0.006446273894776648,44
0.24416950754373645,303,251,9,0.8994915545679405,0.007784371724653951,45
0.333436007778279,283,236,8,0.8994912900281735,0.006449368709833543,46
0.3501398378070069,204,201,7,0.899489438249805,0.010060673719860554,47
0.8091599952163143,186,213,9,0.8992614049707022,0.00754352888358356,48
0.33513148498533774,314,169,10,0.8992611404309352,0.007722413077678692,49
0.12181189178097274,489,128,5,0.8990336362313665,0.0054700308164113125,50
0.3073642501018271,160,99,10,0.8990320489927648,0.009058039651851818,51
0.5717167269021297,225,255,9,0.8988016348557597,0.005140026596491086,52
0.8607456101725285,159,161,2,0.898800841236459,0.0063085489159063,53
0.16047078841170007,421,201,2,0.8985730724971231,0.009612994343049434,54
0.4067432184995863,139,50,3,0.8983431874396519,0.006621271387097368,55
0.3484464169672166,235,5,6,0.8981130378424137,0.0054892316919647926,56
0.9018831071671854,238,188,6,0.8981106569845112,0.009168467756971707,57
0.8408706439181924,113,112,5,0.8976543258865389,0.005673317189745961,58
0.16715659983932496,328,150,8,0.8974210018120974,0.008472213344730833,59
0.13309651619344573,354,11,11,0.8960424850865707,0.007459840750500889,60
0.10199167108940518,417,51,3,0.8958136581881672,0.006538339802104531,61
0.6447285704344333,398,253,11,0.8955824504318611,0.009054558012184428,62
0.08788566074776316,484,183,7,0.8955821858920942,0.009762440449696897,63
0.1613166004151792,343,246,6,0.8955813922727934,0.010168849752707067,64
0.13666149634104757,369,119,4,0.8953533589936906,0.006795145768969656,65
0.9533213086668112,486,204,11,0.8953509781357883,0.008363399039252793,66
0.3327221067736559,251,8,3,0.8951242675555202,0.006353064101598608,67
0.1271541329190909,308,60,4,0.8948938534185151,0.003966474155697005,68
0.09564078147857497,489,206,5,0.8948933243389814,0.010048427400520983,69
0.1723669917171569,243,133,11,0.8939729904897954,0.006255106901693225,70
0.4250124947166577,79,146,8,0.8937428408925573,0.006904071208828049,71
0.9646880506642244,427,206,2,0.8935108395169504,0.009081921207653028,72
0.8074588651500663,353,228,11,0.8932830707776146,0.006122242140280595,73
0.9288306448420384,193,232,8,0.8928185389468671,0.01420836292735672,74
0.11830997164396309,300,174,2,0.8925915638268321,0.009306609123991434,75
0.8251825981737443,488,247,9,0.8925910347472984,0.009534526800493846,76
0.8193038151009583,307,213,5,0.8923595624512254,0.009664366088285957,77
0.3137211421475311,99,132,11,0.8919027022737194,0.009963965715185394,78
0.09378581082199386,373,183,2,0.8900622991151146,0.010674949598627062,79
0.3153369248286385,101,220,8,0.8889128738277583,0.010137899555720952,80
0.06911451537724422,474,221,4,0.8882232186553445,0.009942737279325013,81
0.06262078483961533,509,201,5,0.8877639776199358,0.008159401352403403,82
0.07485217945227661,435,219,8,0.885923045381797,0.00943077652286161,83
0.08349586231068618,313,191,8,0.8856934248640927,0.006428403557979816,84
0.10097120796233426,241,42,10,0.8843154372180997,0.0041302659129778055,85
0.16471006439418404,167,200,9,0.8840829067629592,0.009178283304607932,86
0.05780225430413119,463,12,6,0.8836234011877837,0.005241409149691892,87
